!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'					
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Compound:Identifiers:kegg.compound
Michaelis constant	R_ATPM	M_pi_c	0.1259	mM	compou
Michaelis constant	R_NTP5	M_pi_c	0.601	mM	compou
Michaelis constant	R_GLNS	M_pi_c	0.4824	mM	compou
Michaelis constant	R_SUCOAS	M_pi_c	0.06562	mM	compou
Michaelis constant	R_PRAIS	M_pi_c	0.04827	mM	compou
Michaelis constant	R_HISTP	M_pi_c	0.02279	mM	compou
Michaelis constant	R_DHQS	M_pi_c	10000	mM	compou
Michaelis constant	R_ACPPAT161	M_pi_c	0.01913	mM	compou
Michaelis constant	R_ACPPAT180	M_pi_c	0.01078	mM	compou
Michaelis constant	R_ACPPAT181	M_pi_c	0.01934	mM	compou
Michaelis constant	R_APH161	M_pi_c	0.01941	mM	compou
Michaelis constant	R_APH180	M_pi_c	0.02373	mM	compou
Michaelis constant	R_APH181	M_pi_c	0.01941	mM	compou
Michaelis constant	R_PIt2rpp	M_pi_c	0.008112	mM	compou
Michaelis constant	R_PItpp	M_pi_c	0.06251	mM	compou
Michaelis constant	R_RBIO	M_pi_c	0.001912	mM	compou
Michaelis constant	R_ARGSS	M_argsuc_c	0.01127	mM	compou
Michaelis constant	R_ARGSL	M_argsuc_c	7.099e-05	mM	compou
Michaelis constant	R_NH4tpp	M_nh4_p	0.00383	mM	compou
Michaelis constant	R_NH4tex	M_nh4_p	0.02602	mM	compou
Michaelis constant	R_ANS	M_chor_c	5.624e-05	mM	compou
Michaelis constant	R_CHORM	M_chor_c	0.06731	mM	compou
Michaelis constant	R_CHORS	M_chor_c	62.35	mM	compou
Michaelis constant	R_HSK	M_hom__L_c	11.28	mM	compou
Michaelis constant	R_HSST	M_hom__L_c	12.7	mM	compou
Michaelis constant	R_HSDy	M_hom__L_c	3.731	mM	compou
Michaelis constant	R_NDPK5	M_dgdp_c	0.009233	mM	compou
Michaelis constant	R_RNDR2b	M_dgdp_c	0.01495	mM	compou
Michaelis constant	R_RNDR2	M_dgdp_c	0.429	mM	compou
Michaelis constant	R_DHORD2	M_q8h2_c	214.6	mM	
Michaelis constant	R_CYTBDpp	M_q8h2_c	0.002221	mM	
Michaelis constant	R_CYTBO3_4pp	M_q8h2_c	0.004525	mM	
Michaelis constant	R_SUCDi	M_q8h2_c	2.831	mM	
Michaelis constant	R_NADH16pp	M_q8h2_c	0.04956	mM	
Michaelis constant	R_3OAS100	M_3odecACP_c	0.008932	mM	compou
Michaelis constant	R_3OAR100	M_3odecACP_c	0.01167	mM	compou
Michaelis constant	R_TYRTA	M_tyr__L_c	0.1004	mM	compou
Michaelis constant	R_RBIO	M_tyr__L_c	0.0523	mM	compou
Michaelis constant	R_CYSS	M_cys__L_c	52.3	mM	compou
Michaelis constant	R_SHSL1	M_cys__L_c	0.1262	mM	compou
Michaelis constant	R_RBIO	M_cys__L_c	0.0523	mM	compou
Michaelis constant	R_XYLK	M_xylu__D_c	0.05297	mM	compou
Michaelis constant	R_XYLI1	M_xylu__D_c	0.004641	mM	compou
Michaelis constant	R_CYSS	M_h2s_c	4.809e-05	mM	compou
Michaelis constant	R_SULR	M_h2s_c	0.01144	mM	compou
Michaelis constant	R_TALA	M_e4p_c	0.05834	mM	compou
Michaelis constant	R_DDPA	M_e4p_c	4.924	mM	compou
Michaelis constant	R_TKT2	M_e4p_c	0.009612	mM	compou
Michaelis constant	R_TRPS2	M_trp__L_c	0.4712	mM	compou
Michaelis constant	R_RBIO	M_trp__L_c	0.0523	mM	compou
Michaelis constant	R_SERAT	M_acser_c	0.4094	mM	compou
Michaelis constant	R_CYSS	M_acser_c	6.764	mM	compou
Michaelis constant	R_DAPDC	M_lys__L_c	0.2234	mM	compou
Michaelis constant	R_RBIO	M_lys__L_c	0.0523	mM	compou
Michaelis constant	R_NDPK6	M_dudp_c	0.03618	mM	compou
Michaelis constant	R_RNDR4	M_dudp_c	0.05024	mM	compou
Michaelis constant	R_NDPK5	M_atp_c	0.009233	mM	compou
Michaelis constant	R_NDPK6	M_atp_c	0.03618	mM	compou
Michaelis constant	R_NDPK8	M_atp_c	0.009766	mM	compou
Michaelis constant	R_PPCK	M_atp_c	0.003323	mM	compou
Michaelis constant	R_XYLK	M_atp_c	8.105	mM	compou
Michaelis constant	R_RBK	M_atp_c	5.377e-05	mM	compou
Michaelis constant	R_GLYK	M_atp_c	0.006996	mM	compou
Michaelis constant	R_PYK	M_atp_c	0.00963	mM	compou
Michaelis constant	R_ACKr	M_atp_c	0.05102	mM	compou
Michaelis constant	R_PPS	M_atp_c	0.0008733	mM	compou
Michaelis constant	R_PGK	M_atp_c	0.06211	mM	compou
Michaelis constant	R_ACCOAC	M_atp_c	0.004826	mM	compou
Michaelis constant	R_ARGSS	M_atp_c	0.008873	mM	compou
Michaelis constant	R_SADT2	M_atp_c	0.02921	mM	compou
Michaelis constant	R_AACPS1	M_atp_c	0.07472	mM	compou
Michaelis constant	R_UMPK	M_atp_c	0.005983	mM	compou
Michaelis constant	R_CTPS2	M_atp_c	0.002477	mM	compou
Michaelis constant	R_NDPK7	M_atp_c	0.01305	mM	compou
Michaelis constant	R_ADK1	M_atp_c	0.009146	mM	compou
Michaelis constant	R_NDPK2	M_atp_c	0.006727	mM	compou
Michaelis constant	R_NDPK4	M_atp_c	0.009803	mM	compou
Michaelis constant	R_ASNS2	M_atp_c	0.05309	mM	compou
Michaelis constant	R_HSK	M_atp_c	0.06923	mM	compou
Michaelis constant	R_DTMPK	M_atp_c	0.006021	mM	compou
Michaelis constant	R_NDPK1	M_atp_c	0.004007	mM	compou
Michaelis constant	R_GMPS2	M_atp_c	0.05459	mM	compou
Michaelis constant	R_AACPS3	M_atp_c	0.07366	mM	compou
Michaelis constant	R_ATPPRT	M_atp_c	0.0001809	mM	compou
Michaelis constant	R_PRPPS	M_atp_c	0.0005176	mM	compou
Michaelis constant	R_ASPK	M_atp_c	2.499	mM	compou
Michaelis constant	R_GLYCK2	M_atp_c	0.00101	mM	compou
Michaelis constant	R_PRAGSr	M_atp_c	0.0001654	mM	compou
Michaelis constant	R_PRFGS	M_atp_c	0.0031	mM	compou
Michaelis constant	R_AIRC2	M_atp_c	0.0005518	mM	compou
Michaelis constant	R_CBPS	M_atp_c	0.2408	mM	compou
Michaelis constant	R_GLU5K	M_atp_c	6.779	mM	compou
Michaelis constant	R_ADSK	M_atp_c	0.0001525	mM	compou
Michaelis constant	R_SULabcpp	M_atp_c	0.001284	mM	compou
Michaelis constant	R_ATPS4rpp	M_atp_c	0.02501	mM	compou
Michaelis constant	R_GK1	M_atp_c	0.005369	mM	compou
Michaelis constant	R_PRASCSi	M_atp_c	7.7e-06	mM	compou
Michaelis constant	R_RIBabcpp	M_atp_c	0.008438	mM	compou
Michaelis constant	R_GLNabcpp	M_atp_c	0.001694	mM	compou
Michaelis constant	R_ACGK	M_atp_c	3.927	mM	compou
Michaelis constant	R_GNK	M_atp_c	0.00496	mM	compou
Michaelis constant	R_ATPM	M_atp_c	0.0007941	mM	compou
Michaelis constant	R_SHKK	M_atp_c	0.01681	mM	compou
Michaelis constant	R_GLNS	M_atp_c	0.03946	mM	compou
Michaelis constant	R_SUCOAS	M_atp_c	0.00706	mM	compou
Michaelis constant	R_PRAIS	M_atp_c	0.002212	mM	compou
Michaelis constant	R_AACPS8	M_atp_c	0.07271	mM	compou
Michaelis constant	R_AACPS9	M_atp_c	0.01298	mM	compou
Michaelis constant	R_AACPS6	M_atp_c	0.07543	mM	compou
Michaelis constant	R_AACPS7	M_atp_c	0.005511	mM	compou
Michaelis constant	R_PFK	M_atp_c	0.003922	mM	compou
Michaelis constant	R_ASNS1	M_atp_c	0.02694	mM	compou
Michaelis constant	R_RNTR1c2	M_atp_c	0.009144	mM	compou
Michaelis constant	R_RBIO	M_atp_c	0.0523	mM	compou
Michaelis constant	R_TRPS2	M_indole_c	0.0002122	mM	compou
Michaelis constant	R_TRPS3	M_indole_c	0.01684	mM	compou
Michaelis constant	R_IGPDH	M_eig3p_c	2.995e-05	mM	compou
Michaelis constant	R_IG3PS	M_eig3p_c	0.5203	mM	compou
Michaelis constant	R_DAPE	M_26dap__M_c	0.1295	mM	compou
Michaelis constant	R_DAPDC	M_26dap__M_c	1.394	mM	compou
Michaelis constant	R_RBIO	M_26dap__M_c	0.0523	mM	compou
Michaelis constant	R_GLYCL	M_thf_c	0.006358	mM	compou
Michaelis constant	R_GHMT2r	M_thf_c	2.285e-05	mM	compou
Michaelis constant	R_GARFT	M_thf_c	0.4139	mM	compou
Michaelis constant	R_METS	M_thf_c	0.04313	mM	compou
Michaelis constant	R_DHFR	M_thf_c	0.0002635	mM	compou
Michaelis constant	R_AICART	M_thf_c	0.005047	mM	compou
Michaelis constant	R_RBIO	M_thf_c	0.001912	mM	compou
Michaelis constant	R_OMPDC	M_orot5p_c	0.000118	mM	compou
Michaelis constant	R_ORPT	M_orot5p_c	0.01774	mM	compou
Michaelis constant	R_EX_h_e	M_h_e	8.4	mM	compou
Michaelis constant	R_Htex	M_h_e	5.014e-05	mM	compou
Michaelis constant	R_GLNtex	M_gln__L_p	0.08672	mM	compou
Michaelis constant	R_GLNabcpp	M_gln__L_p	0.001694	mM	compou
Michaelis constant	R_GLYCtex	M_glyc_p	0.005961	mM	compou
Michaelis constant	R_GLYCtpp	M_glyc_p	0.0112	mM	compou
Michaelis constant	R_AIRC3	M_5caiz_c	6.082	mM	compou
Michaelis constant	R_AIRC2	M_5caiz_c	1.393	mM	compou
Michaelis constant	R_MALt2_2pp	M_mal__L_p	0.00913	mM	compou
Michaelis constant	R_MALtex	M_mal__L_p	0.01172	mM	compou
Michaelis constant	R_3HAD161	M_3hcpalm9eACP_c	0.007174	mM	
Michaelis constant	R_3OAR161	M_3hcpalm9eACP_c	0.003945	mM	
Michaelis constant	R_3OAS161	M_3ocpalm9eACP_c	0.005494	mM	
Michaelis constant	R_3OAR161	M_3ocpalm9eACP_c	0.02535	mM	
Michaelis constant	R_3OAS60	M_butACP_c	0.01142	mM	
Michaelis constant	R_EAR40x	M_butACP_c	0.006241	mM	
Michaelis constant	R_NDPK4	M_dttp_c	0.0102	mM	compou
Michaelis constant	R_RBIO	M_dttp_c	0.0523	mM	compou
Michaelis constant	R_AACPS1	M_ttdca_c	0.003439	mM	
Michaelis constant	R_FA140ACPHi	M_ttdca_c	0.05166	mM	
Michaelis constant	R_EX_lac__D_e	M_lac__D_e	0.01138	mM	compou
Michaelis constant	R_D_LACtex	M_lac__D_e	0.0205	mM	compou
Michaelis constant	R_RNDR1	M_trdox_c	0.453	mM	compou
Michaelis constant	R_RNDR3	M_trdox_c	0.3892	mM	compou
Michaelis constant	R_RNDR4	M_trdox_c	0.1294	mM	compou
Michaelis constant	R_TRDR	M_trdox_c	0.1999	mM	compou
Michaelis constant	R_PAPSR	M_trdox_c	2.218	mM	compou
Michaelis constant	R_RNDR2	M_trdox_c	0.429	mM	compou
Michaelis constant	R_IGPS	M_3ig3p_c	13.04	mM	compou
Michaelis constant	R_TRPS3	M_3ig3p_c	0.005937	mM	compou
Michaelis constant	R_SDPDS	M_sl26da_c	1.09	mM	compou
Michaelis constant	R_SDPTA	M_sl26da_c	0.1033	mM	compou
Michaelis constant	R_3HAD80	M_3hoctACP_c	0.00707	mM	compou
Michaelis constant	R_3OAR80	M_3hoctACP_c	0.008608	mM	compou
Michaelis constant	R_NDPK7	M_dctp_c	0.007664	mM	compou
Michaelis constant	R_RBIO	M_dctp_c	0.0523	mM	compou
Michaelis constant	R_EAR180x	M_toctd2eACP_c	0.01338	mM	compou
Michaelis constant	R_EAR180y	M_toctd2eACP_c	0.02531	mM	compou
Michaelis constant	R_3HAD180	M_toctd2eACP_c	0.01398	mM	compou
Michaelis constant	R_GRXR	M_grxrd_c	0.01632	mM	
Michaelis constant	R_RNDR1b	M_grxrd_c	0.007041	mM	
Michaelis constant	R_RNDR2b	M_grxrd_c	0.006688	mM	
Michaelis constant	R_RPE	M_ru5p__D_c	0.00195	mM	compou
Michaelis constant	R_GND	M_ru5p__D_c	0.05014	mM	compou
Michaelis constant	R_RPI	M_ru5p__D_c	7.024e-05	mM	compou
Michaelis constant	R_RBIO	M_ru5p__D_c	0.0523	mM	compou
Michaelis constant	R_DHAD1	M_23dhmb_c	1.095e-05	mM	compou
Michaelis constant	R_KARA1	M_23dhmb_c	0.002035	mM	compou
Michaelis constant	R_ANPRT	M_pran_c	7.782	mM	compou
Michaelis constant	R_PRAIi	M_pran_c	5.013e-05	mM	compou
Michaelis constant	R_GNK	M_glcn_c	0.005834	mM	compou
Michaelis constant	R_GLCNt2rpp	M_glcn_c	0.004514	mM	compou
Michaelis constant	R_PAPSR	M_paps_c	0.0003632	mM	compou
Michaelis constant	R_ADSK	M_paps_c	0.1254	mM	compou
Michaelis constant	R_CTPS2	M_utp_c	0.002075	mM	compou
Michaelis constant	R_NDPK2	M_utp_c	0.01487	mM	compou
Michaelis constant	R_RBIO	M_utp_c	0.0523	mM	compou
Michaelis constant	R_DHORTS	M_dhor__S_c	0.06848	mM	compou
Michaelis constant	R_DHORD5	M_dhor__S_c	0.002439	mM	compou
Michaelis constant	R_DHORD2	M_dhor__S_c	4.659e-07	mM	compou
Michaelis constant	R_EX_glyc_e	M_glyc_e	0.01418	mM	compou
Michaelis constant	R_GLYCtex	M_glyc_e	0.01678	mM	compou
Michaelis constant	R_LEUTAi	M_4mop_c	0.2203	mM	compou
Michaelis constant	R_OMCDC	M_4mop_c	0.01301	mM	compou
Michaelis constant	R_FBP	M_fdp_c	0.002213	mM	compou
Michaelis constant	R_FBA	M_fdp_c	0.2356	mM	compou
Michaelis constant	R_PFK	M_fdp_c	10.04	mM	compou
Michaelis constant	R_TMDS	M_dtmp_c	0.285	mM	compou
Michaelis constant	R_DTMPK	M_dtmp_c	0.006021	mM	compou
Michaelis constant	R_SADT2	M_gdp_c	0.003424	mM	compou
Michaelis constant	R_ADSS	M_gdp_c	0.2732	mM	compou
Michaelis constant	R_NDPK1	M_gdp_c	0.004007	mM	compou
Michaelis constant	R_GK1	M_gdp_c	0.01863	mM	compou
Michaelis constant	R_RNDR2b	M_gdp_c	0.006688	mM	compou
Michaelis constant	R_RNDR2	M_gdp_c	0.0002331	mM	compou
Michaelis constant	R_O2tpp	M_o2_p	1.747	mM	compou
Michaelis constant	R_O2tex	M_o2_p	5.891e-05	mM	compou
Michaelis constant	R_NDPK8	M_datp_c	0.01024	mM	compou
Michaelis constant	R_RNTR1c2	M_datp_c	0.01094	mM	compou
Michaelis constant	R_RBIO	M_datp_c	0.0523	mM	compou
Michaelis constant	R_PPA	M_ppi_c	0.05257	mM	compou
Michaelis constant	R_ORPT	M_ppi_c	0.01549	mM	compou
Michaelis constant	R_ANPRT	M_ppi_c	7.782	mM	compou
Michaelis constant	R_ARGSS	M_ppi_c	0.01127	mM	compou
Michaelis constant	R_SADT2	M_ppi_c	0.003424	mM	compou
Michaelis constant	R_AACPS1	M_ppi_c	0.02062	mM	compou
Michaelis constant	R_ASNS2	M_ppi_c	0.2801	mM	compou
Michaelis constant	R_GMPS2	M_ppi_c	0.01785	mM	compou
Michaelis constant	R_AACPS3	M_ppi_c	0.02753	mM	compou
Michaelis constant	R_ATPPRT	M_ppi_c	0.5529	mM	compou
Michaelis constant	R_PRATPP	M_ppi_c	0.6422	mM	compou
Michaelis constant	R_GLUPRT	M_ppi_c	35.34	mM	compou
Michaelis constant	R_DUTPDP	M_ppi_c	0.1593	mM	compou
Michaelis constant	R_AACPS8	M_ppi_c	0.03571	mM	compou
Michaelis constant	R_AACPS9	M_ppi_c	0.007702	mM	compou
Michaelis constant	R_AACPS6	M_ppi_c	0.01704	mM	compou
Michaelis constant	R_AACPS7	M_ppi_c	0.01815	mM	compou
Michaelis constant	R_ASNS1	M_ppi_c	1.544	mM	compou
Michaelis constant	R_RBIO	M_ppi_c	0.001912	mM	compou
Michaelis constant	R_SHK3Dr	M_nadp_c	0.002849	mM	compou
Michaelis constant	R_G5SD	M_nadp_c	0.01149	mM	compou
Michaelis constant	R_ICDHyr	M_nadp_c	0.00146	mM	compou
Michaelis constant	R_GTHOr	M_nadp_c	0.01496	mM	compou
Michaelis constant	R_KARA1	M_nadp_c	0.001015	mM	compou
Michaelis constant	R_KARA2	M_nadp_c	0.0009134	mM	compou
Michaelis constant	R_AGPR	M_nadp_c	0.02082	mM	compou
Michaelis constant	R_DHDPRy	M_nadp_c	0.002308	mM	compou
Michaelis constant	R_TRDR	M_nadp_c	0.0005003	mM	compou
Michaelis constant	R_NADTRHD	M_nadp_c	0.006343	mM	compou
Michaelis constant	R_G3PD2	M_nadp_c	0.0003022	mM	compou
Michaelis constant	R_P5CR	M_nadp_c	0.002346	mM	compou
Michaelis constant	R_ASAD	M_nadp_c	0.005316	mM	compou
Michaelis constant	R_SULR	M_nadp_c	0.01499	mM	compou
Michaelis constant	R_GND	M_nadp_c	0.002349	mM	compou
Michaelis constant	R_G6PDH2r	M_nadp_c	0.0002898	mM	compou
Michaelis constant	R_ME2	M_nadp_c	0.001641	mM	compou
Michaelis constant	R_HSDy	M_nadp_c	0.003958	mM	compou
Michaelis constant	R_THD2pp	M_nadp_c	0.01479	mM	compou
Michaelis constant	R_MTHFD	M_nadp_c	0.01122	mM	compou
Michaelis constant	R_GLUDy	M_nadp_c	0.02004	mM	compou
Michaelis constant	R_DHFR	M_nadp_c	0.0002635	mM	compou
Michaelis constant	R_GLUSy	M_nadp_c	0.01105	mM	compou
Michaelis constant	R_3OAR121	M_nadp_c	0.003972	mM	compou
Michaelis constant	R_3OAR120	M_nadp_c	0.007894	mM	compou
Michaelis constant	R_EAR180y	M_nadp_c	0.003951	mM	compou
Michaelis constant	R_EAR80y	M_nadp_c	0.004265	mM	compou
Michaelis constant	R_EAR120y	M_nadp_c	0.004501	mM	compou
Michaelis constant	R_3OAR181	M_nadp_c	0.003347	mM	compou
Michaelis constant	R_3OAR140	M_nadp_c	0.007609	mM	compou
Michaelis constant	R_EAR160y	M_nadp_c	0.004306	mM	compou
Michaelis constant	R_3OAR160	M_nadp_c	0.007048	mM	compou
Michaelis constant	R_EAR100y	M_nadp_c	0.004548	mM	compou
Michaelis constant	R_3OAR141	M_nadp_c	0.003963	mM	compou
Michaelis constant	R_3OAR161	M_nadp_c	0.003945	mM	compou
Michaelis constant	R_3OAR60	M_nadp_c	0.008428	mM	compou
Michaelis constant	R_3OAR80	M_nadp_c	0.008608	mM	compou
Michaelis constant	R_EAR140y	M_nadp_c	0.004562	mM	compou
Michaelis constant	R_3OAR40	M_nadp_c	0.006041	mM	compou
Michaelis constant	R_3OAR100	M_nadp_c	0.008569	mM	compou
Michaelis constant	R_EAR60y	M_nadp_c	0.004235	mM	compou
Michaelis constant	R_3OAR180	M_nadp_c	0.004863	mM	compou
Michaelis constant	R_FLDR2	M_nadp_c	0.03156	mM	compou
Michaelis constant	R_RBIO	M_nadp_c	0.001912	mM	compou
Michaelis constant	R_ALATA_L	M_glu__L_c	0.01329	mM	compou
Michaelis constant	R_ASPTA	M_glu__L_c	19.03	mM	compou
Michaelis constant	R_ILETA	M_glu__L_c	16.92	mM	compou
Michaelis constant	R_VALTA	M_glu__L_c	0.1465	mM	compou
Michaelis constant	R_ANS	M_glu__L_c	5113	mM	compou
Michaelis constant	R_LEUTAi	M_glu__L_c	0.4117	mM	compou
Michaelis constant	R_CTPS2	M_glu__L_c	0.1511	mM	compou
Michaelis constant	R_SDPTA	M_glu__L_c	3.012	mM	compou
Michaelis constant	R_GMPS2	M_glu__L_c	0.01785	mM	compou
Michaelis constant	R_GLUN	M_glu__L_c	0.01292	mM	compou
Michaelis constant	R_GLUPRT	M_glu__L_c	35.34	mM	compou
Michaelis constant	R_PHETA1	M_glu__L_c	0.1561	mM	compou
Michaelis constant	R_ACOTA	M_glu__L_c	3.556	mM	compou
Michaelis constant	R_PRFGS	M_glu__L_c	0.03226	mM	compou
Michaelis constant	R_PSERT	M_glu__L_c	0.003818	mM	compou
Michaelis constant	R_CBPS	M_glu__L_c	0.9291	mM	compou
Michaelis constant	R_GLU5K	M_glu__L_c	0.02966	mM	compou
Michaelis constant	R_GLUt2rpp	M_glu__L_c	0.02106	mM	compou
Michaelis constant	R_GLUDy	M_glu__L_c	0.02004	mM	compou
Michaelis constant	R_HSTPT	M_glu__L_c	0.02992	mM	compou
Michaelis constant	R_TYRTA	M_glu__L_c	0.1861	mM	compou
Michaelis constant	R_GLUSy	M_glu__L_c	0.01222	mM	compou
Michaelis constant	R_IG3PS	M_glu__L_c	0.5203	mM	compou
Michaelis constant	R_GLNS	M_glu__L_c	5.306	mM	compou
Michaelis constant	R_ACGS	M_glu__L_c	6.796e-05	mM	compou
Michaelis constant	R_ASNS1	M_glu__L_c	1.544	mM	compou
Michaelis constant	R_RBIO	M_glu__L_c	0.0523	mM	compou
Michaelis constant	R_FRD2	M_fum_c	0.01205	mM	compou
Michaelis constant	R_ADSL2r	M_fum_c	0.03628	mM	compou
Michaelis constant	R_FUM	M_fum_c	0.3775	mM	compou
Michaelis constant	R_ARGSL	M_fum_c	1.409	mM	compou
Michaelis constant	R_FUMt2_2pp	M_fum_c	0.009208	mM	compou
Michaelis constant	R_ADSL1r	M_fum_c	0.05513	mM	compou
Michaelis constant	R_SUCDi	M_fum_c	2.831	mM	compou
Michaelis constant	R_RBIO	M_fum_c	0.0523	mM	compou
Michaelis constant	R_AKGt2rpp	M_akg_p	0.005223	mM	compou
Michaelis constant	R_AKGtex	M_akg_p	0.02152	mM	compou
Michaelis constant	R_ACODA	M_acorn_c	1.786	mM	compou
Michaelis constant	R_ACOTA	M_acorn_c	0.942	mM	compou
Michaelis constant	R_G5SD	M_glu5sa_c	1.951	mM	compou
Michaelis constant	R_G5SADs	M_glu5sa_c	0.0001329	mM	compou
Michaelis constant	R_ILETA	M_ile__L_c	0.8233	mM	compou
Michaelis constant	R_RBIO	M_ile__L_c	0.0523	mM	compou
Michaelis constant	R_AACPS9	M_ocACP_c	0.007702	mM	
Michaelis constant	R_EAR80y	M_ocACP_c	0.004265	mM	
Michaelis constant	R_3OAS100	M_ocACP_c	0.0112	mM	
Michaelis constant	R_EAR80x	M_ocACP_c	0.008214	mM	
Michaelis constant	R_FA80ACPHi	M_ocACP_c	0.00284	mM	
Michaelis constant	R_DHQTi	M_3dhq_c	0.01444	mM	compou
Michaelis constant	R_DHQS	M_3dhq_c	10000	mM	compou
Michaelis constant	R_HSTPT	M_hisp_c	0.003342	mM	compou
Michaelis constant	R_HISTP	M_hisp_c	0.002566	mM	compou
Michaelis constant	R_SO4tex	M_so4_e	0.01142	mM	compou
Michaelis constant	R_EX_so4_e	M_so4_e	0.02163	mM	compou
Michaelis constant	R_EX_glu__L_e	M_glu__L_e	0.05103	mM	compou
Michaelis constant	R_GLUtex	M_glu__L_e	0.004152	mM	compou
Michaelis constant	R_ASPCT	M_cbp_c	0.0004626	mM	compou
Michaelis constant	R_OCBT	M_cbp_c	0.02189	mM	compou
Michaelis constant	R_CBPS	M_cbp_c	0.9291	mM	compou
Michaelis constant	R_VALTA	M_3mob_c	0.7967	mM	compou
Michaelis constant	R_DHAD1	M_3mob_c	9.132	mM	compou
Michaelis constant	R_IPPS	M_3mob_c	0.001099	mM	compou
Michaelis constant	R_VPAMTr	M_3mob_c	0.01985	mM	compou
Michaelis constant	R_RBIO	M_3mob_c	0.0523	mM	compou
Michaelis constant	R_HSST	M_suchms_c	3.379	mM	compou
Michaelis constant	R_SHSL1	M_suchms_c	9.89	mM	compou
Michaelis constant	R_EAR160y	M_tpalm2eACP_c	0.02323	mM	compou
Michaelis constant	R_EAR160x	M_tpalm2eACP_c	0.01546	mM	compou
Michaelis constant	R_3HAD160	M_tpalm2eACP_c	0.01505	mM	compou
Michaelis constant	R_3OAR160	M_3hpalmACP_c	0.007048	mM	compou
Michaelis constant	R_3HAD160	M_3hpalmACP_c	0.006644	mM	compou
Michaelis constant	R_ANS	M_gln__L_c	0.06183	mM	compou
Michaelis constant	R_CTPS2	M_gln__L_c	0.07663	mM	compou
Michaelis constant	R_GMPS2	M_gln__L_c	0.005602	mM	compou
Michaelis constant	R_GLUN	M_gln__L_c	0.007743	mM	compou
Michaelis constant	R_GLUPRT	M_gln__L_c	38.32	mM	compou
Michaelis constant	R_PRFGS	M_gln__L_c	0.001054	mM	compou
Michaelis constant	R_CBPS	M_gln__L_c	1.777	mM	compou
Michaelis constant	R_GLNabcpp	M_gln__L_c	0.05902	mM	compou
Michaelis constant	R_GLUSy	M_gln__L_c	0.0545	mM	compou
Michaelis constant	R_IG3PS	M_gln__L_c	0.0001922	mM	compou
Michaelis constant	R_GLNS	M_gln__L_c	4.792	mM	compou
Michaelis constant	R_ASNS1	M_gln__L_c	1.589	mM	compou
Michaelis constant	R_RBIO	M_gln__L_c	0.0523	mM	compou
Michaelis constant	R_IPPMIb	M_3c3hmp_c	5.453e-05	mM	compou
Michaelis constant	R_IPPS	M_3c3hmp_c	0.09102	mM	compou
Michaelis constant	R_ANS	M_anth_c	5113	mM	compou
Michaelis constant	R_ANPRT	M_anth_c	1.285e-05	mM	compou
Michaelis constant	R_BPNT	M_pap_c	0.04545	mM	compou
Michaelis constant	R_PAPSR	M_pap_c	2.218	mM	compou
Michaelis constant	R_IMPD	M_xmp_c	0.002131	mM	compou
Michaelis constant	R_GMPS2	M_xmp_c	0.006019	mM	compou
Michaelis constant	R_IGPS	M_2cpr5p_c	0.001864	mM	compou
Michaelis constant	R_PRAIi	M_2cpr5p_c	0.118	mM	compou
Michaelis constant	R_RIBabcpp	M_rib__D_p	0.008438	mM	compou
Michaelis constant	R_RIBtex	M_rib__D_p	0.008021	mM	compou
Michaelis constant	R_XYLt2pp	M_xyl__D_p	0.02991	mM	compou
Michaelis constant	R_XYLtex	M_xyl__D_p	0.0008584	mM	compou
Michaelis constant	R_EAR181x	M_octeACP_c	0.004195	mM	
Michaelis constant	R_ACPPAT181	M_octeACP_c	0.01934	mM	
Michaelis constant	R_3OAR60	M_3hhexACP_c	0.008428	mM	compou
Michaelis constant	R_3HAD60	M_3hhexACP_c	0.006608	mM	compou
Michaelis constant	R_3HAD121	M_t3c5ddeceACP_c	0.01394	mM	
Michaelis constant	R_EAR121x	M_t3c5ddeceACP_c	0.02026	mM	
Michaelis constant	R_CO2tpp	M_co2_p	0.0001961	mM	compou
Michaelis constant	R_CO2tex	M_co2_p	0.5004	mM	compou
Michaelis constant	R_ALATA_L	M_ala__L_c	0.007525	mM	compou
Michaelis constant	R_VPAMTr	M_ala__L_c	0.01985	mM	compou
Michaelis constant	R_RBIO	M_ala__L_c	0.0523	mM	compou
Michaelis constant	R_HCO3E	M_hco3_c	0.07844	mM	compou
Michaelis constant	R_ACCOAC	M_hco3_c	0.004826	mM	compou
Michaelis constant	R_AIRC2	M_hco3_c	7.18e-05	mM	compou
Michaelis constant	R_CBPS	M_hco3_c	8.196	mM	compou
Michaelis constant	R_PHETA1	M_phe__L_c	0.06889	mM	compou
Michaelis constant	R_RBIO	M_phe__L_c	0.0523	mM	compou
Michaelis constant	R_TMDS	M_mlthf_c	0.0006625	mM	compou
Michaelis constant	R_GLYCL	M_mlthf_c	0.01573	mM	compou
Michaelis constant	R_GHMT2r	M_mlthf_c	0.002235	mM	compou
Michaelis constant	R_MTHFD	M_mlthf_c	0.01122	mM	compou
Michaelis constant	R_MTHFR2	M_mlthf_c	0.003631	mM	compou
Michaelis constant	R_RBIO	M_mlthf_c	0.0523	mM	compou
Michaelis constant	R_EAR141x	M_t3c7mrseACP_c	0.02033	mM	
Michaelis constant	R_3HAD141	M_t3c7mrseACP_c	0.01393	mM	
