!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	R_MDH		16.92	1/s	R00342	
catalytic rate constant geometric mean	R_FUM		12.75	1/s	R01082	
catalytic rate constant geometric mean	R_EX_fru_e		4.742	1/s		
catalytic rate constant geometric mean	R_EX_xyl__D_e		4.013	1/s		
catalytic rate constant geometric mean	R_KARA1		2.316	1/s	R04439	
catalytic rate constant geometric mean	R_KARA2		0.4344	1/s		
catalytic rate constant geometric mean	R_EX_for_e		4.852	1/s		
catalytic rate constant geometric mean	R_ACCOAC		5.371	1/s	R00742	
catalytic rate constant geometric mean	R_KAS14		3.003	1/s	R04355	
catalytic rate constant geometric mean	R_ARGSS		2.571	1/s	R01954	
catalytic rate constant geometric mean	R_AGPR		3.262	1/s	R03443	
catalytic rate constant geometric mean	R_ICL		7.064	1/s	R00479	
catalytic rate constant geometric mean	R_EX_acald_e		4.655	1/s		
catalytic rate constant geometric mean	R_GLYCL		8.962	1/s	R01221	
catalytic rate constant geometric mean	R_XYLI1		1.141	1/s	R01432	
catalytic rate constant geometric mean	R_PPC		154.7	1/s	R00345	
catalytic rate constant geometric mean	R_G3PT		12.67	1/s	R00841	
catalytic rate constant geometric mean	R_SADT2		4.595	1/s		
catalytic rate constant geometric mean	R_AACPS1		1.477	1/s		
catalytic rate constant geometric mean	R_GHMT2r		1.995	1/s	R00945	
catalytic rate constant geometric mean	R_DHORD2		477.8	1/s		
catalytic rate constant geometric mean	R_SDPDS		56.97	1/s	R02734	
catalytic rate constant geometric mean	R_EX_lac__D_e		4.593	1/s		
catalytic rate constant geometric mean	R_UMPK		5.444	1/s	R00158	
catalytic rate constant geometric mean	R_CTPS2		14.14	1/s	R00573	
catalytic rate constant geometric mean	R_NDPK7		2.321	1/s	R02326	
catalytic rate constant geometric mean	R_TRPS3		5.426	1/s	R02340	
catalytic rate constant geometric mean	R_ADK1		8.333	1/s	R00127	
catalytic rate constant geometric mean	R_NDPK2		7.846	1/s	R00156	
catalytic rate constant geometric mean	R_NDPK4		2.828	1/s	R02093	
catalytic rate constant geometric mean	R_ACODA		27.33	1/s	R00669	
catalytic rate constant geometric mean	R_ADSS		6.956	1/s	R01135	
catalytic rate constant geometric mean	R_ASNS2		24.31	1/s	R00483	
catalytic rate constant geometric mean	R_ASPCT		85.88	1/s	R01397	
catalytic rate constant geometric mean	R_MCOATA		0.5789	1/s	R01626	
catalytic rate constant geometric mean	R_DAPE		14.64	1/s	R02735	
catalytic rate constant geometric mean	R_DHDPRy		5.054	1/s		
catalytic rate constant geometric mean	R_HSK		981.6	1/s	R01771	
catalytic rate constant geometric mean	R_SDPTA		2.543	1/s	R04475	
catalytic rate constant geometric mean	R_THRS		124.6	1/s	R01466	
catalytic rate constant geometric mean	R_HSST		434.4	1/s	R01777	
catalytic rate constant geometric mean	R_PPNDH		120.8	1/s	R01373	
catalytic rate constant geometric mean	R_DTMPK		2.519	1/s	R02094	
catalytic rate constant geometric mean	R_NDPK1		5.874	1/s	R00330	
catalytic rate constant geometric mean	R_TRDR		2.547	1/s	R02016	
catalytic rate constant geometric mean	R_DDPA		181.3	1/s	R01826	
catalytic rate constant geometric mean	R_MALS		57.47	1/s	R00472	
catalytic rate constant geometric mean	R_NADTRHD		12.12	1/s	R00112	
catalytic rate constant geometric mean	R_G3PD2		58.43	1/s	R00844	
catalytic rate constant geometric mean	R_GMPS2		3.801	1/s	R01231	
catalytic rate constant geometric mean	R_AACPS3		3.598	1/s		
catalytic rate constant geometric mean	R_P5CR		8.226	1/s	R01251	
catalytic rate constant geometric mean	R_G5SADs		3.631	1/s	R03314	
catalytic rate constant geometric mean	R_AKGDH		31.04	1/s	R08549	
catalytic rate constant geometric mean	R_ATPPRT		19.64	1/s	R01071	
catalytic rate constant geometric mean	R_HISTD		8.305	1/s	R01158	
catalytic rate constant geometric mean	R_DHDPS		43.18	1/s		
catalytic rate constant geometric mean	R_IGPDH		10.97	1/s	R03457	
catalytic rate constant geometric mean	R_PRPPS		14.4	1/s		
catalytic rate constant geometric mean	R_PRATPP		40.87	1/s	R04035	
catalytic rate constant geometric mean	R_GLUN		9.377	1/s	R00256	
catalytic rate constant geometric mean	R_PRMICI		4.259	1/s	R04640	
catalytic rate constant geometric mean	R_GLUPRT		289.8	1/s	R01072	
catalytic rate constant geometric mean	R_SERAT		8.195	1/s	R00586	
catalytic rate constant geometric mean	R_CYSS		166.9	1/s	R00897	
catalytic rate constant geometric mean	R_BPNT		78.95	1/s	R00188	
catalytic rate constant geometric mean	R_PAPSR		51.48	1/s	R02021	
catalytic rate constant geometric mean	R_ASPK		3.755	1/s	R00480	
catalytic rate constant geometric mean	R_ASAD		4.321	1/s	R02291	
catalytic rate constant geometric mean	R_DAPDC		58.99	1/s	R00451	
catalytic rate constant geometric mean	R_OCBT		4.185	1/s	R01398	
catalytic rate constant geometric mean	R_GARFT		24.97	1/s	R04325	
catalytic rate constant geometric mean	R_PHETA1		3.1	1/s	R00694	
catalytic rate constant geometric mean	R_PPND		203	1/s	R01728	
catalytic rate constant geometric mean	R_PRAMPC		40.61	1/s	R04037	
catalytic rate constant geometric mean	R_GLYCK2		8.197	1/s	R08572	
catalytic rate constant geometric mean	R_ACOTA		6.8	1/s	R02283	
catalytic rate constant geometric mean	R_SULR		4.436	1/s	R00858	
catalytic rate constant geometric mean	R_PRAGSr		5.071	1/s	R04144	
catalytic rate constant geometric mean	R_PRFGS		14.68	1/s		
catalytic rate constant geometric mean	R_PSERT		26.21	1/s	R04173	
catalytic rate constant geometric mean	R_AIRC2		101.3	1/s		
catalytic rate constant geometric mean	R_GAPD		32.01	1/s	R01061	
catalytic rate constant geometric mean	R_GND		38.8	1/s	R01528	
catalytic rate constant geometric mean	R_G6PDH2r		27.76	1/s	R00835	
catalytic rate constant geometric mean	R_ME2		29.44	1/s	R00216	
catalytic rate constant geometric mean	R_ARGSL		4.28	1/s	R01086	
catalytic rate constant geometric mean	R_CBPS		17.18	1/s	R00575	
catalytic rate constant geometric mean	R_GLU5K		6.974	1/s	R00239	
catalytic rate constant geometric mean	R_IPPS		22.6	1/s	R01213	
catalytic rate constant geometric mean	R_ACOATA		0.8077	1/s	R01624	
catalytic rate constant geometric mean	R_ACtex		4.335	1/s		
catalytic rate constant geometric mean	R_ACALDtex		4.66	1/s		
catalytic rate constant geometric mean	R_PSP_L		342.9	1/s	R00582	
catalytic rate constant geometric mean	R_ADSK		52.39	1/s	R00509	
catalytic rate constant geometric mean	R_SUCCt2_2pp		4.547	1/s		
catalytic rate constant geometric mean	R_HSDy		2.521	1/s	R01775	
catalytic rate constant geometric mean	R_CYSTL		28.27	1/s	R01286	
catalytic rate constant geometric mean	R_SHSL1		1478	1/s	R03260	
catalytic rate constant geometric mean	R_SULabcpp		3.787	1/s		
catalytic rate constant geometric mean	R_GLUtex		4.362	1/s		
catalytic rate constant geometric mean	R_AKGt2rpp		4.38	1/s		
catalytic rate constant geometric mean	R_XYLt2pp		4.834	1/s		
catalytic rate constant geometric mean	R_GLYCtex		4.701	1/s		
catalytic rate constant geometric mean	R_Htex		3.215	1/s		
catalytic rate constant geometric mean	R_H2Otex		4.314	1/s		
catalytic rate constant geometric mean	R_O2tpp		6.488	1/s		
catalytic rate constant geometric mean	R_PYRt2rpp		4.592	1/s		
catalytic rate constant geometric mean	R_THD2pp		3.981	1/s		
catalytic rate constant geometric mean	R_TKT2		5.566	1/s	R01830	
catalytic rate constant geometric mean	R_ATPS4rpp		39.3	1/s		
catalytic rate constant geometric mean	R_CO2tpp		3.484	1/s		
catalytic rate constant geometric mean	R_GK1		10.37	1/s	R00332	
catalytic rate constant geometric mean	R_GLCNtex		4.81	1/s		
catalytic rate constant geometric mean	R_GLNtex		3.847	1/s		
catalytic rate constant geometric mean	R_O2tex		6.475	1/s		
catalytic rate constant geometric mean	R_D_LACtex		4.718	1/s		
catalytic rate constant geometric mean	R_GLCtex_copy1		4.558	1/s		
catalytic rate constant geometric mean	R_FUMt2_2pp		4.565	1/s		
catalytic rate constant geometric mean	R_PItex		3.887	1/s		
catalytic rate constant geometric mean	R_CYTBDpp		3.728	1/s		
catalytic rate constant geometric mean	R_CYTBD2pp		7.176	1/s		
catalytic rate constant geometric mean	R_ACALDtpp		4.662	1/s		
catalytic rate constant geometric mean	R_ACt2rpp		4.364	1/s		
catalytic rate constant geometric mean	R_METS		8.938	1/s	R00946	
catalytic rate constant geometric mean	R_EX_glyc__R_e		4.547	1/s		
catalytic rate constant geometric mean	R_FRUtex		4.582	1/s		
catalytic rate constant geometric mean	R_FUMtex		4.592	1/s		
catalytic rate constant geometric mean	R_PRASCSi		59.71	1/s	R04591	
catalytic rate constant geometric mean	R_MTHFC		17.33	1/s	R01655	
catalytic rate constant geometric mean	R_MTHFD		14.29	1/s	R01220	
catalytic rate constant geometric mean	R_XYLtex		5.335	1/s		
catalytic rate constant geometric mean	R_FORtppi		4.692	1/s		
catalytic rate constant geometric mean	R_PYRtex		4.604	1/s		
catalytic rate constant geometric mean	R_SO4tex		4.549	1/s		
catalytic rate constant geometric mean	R_SUCCtex		4.098	1/s		
catalytic rate constant geometric mean	R_GRXR		6.36	1/s		
catalytic rate constant geometric mean	R_RNDR1b		0.7513	1/s		
catalytic rate constant geometric mean	R_RNDR2b		1.553	1/s		
catalytic rate constant geometric mean	R_MALt2_2pp		4.487	1/s		
catalytic rate constant geometric mean	R_NH4tpp		4.236	1/s		
catalytic rate constant geometric mean	R_NH4tex		4.237	1/s		
catalytic rate constant geometric mean	R_RIBabcpp		4.375	1/s		
catalytic rate constant geometric mean	R_GLYCAt2rpp		4.725	1/s		
catalytic rate constant geometric mean	R_GLYCAtex		4.761	1/s		
catalytic rate constant geometric mean	R_GLYCtpp		4.475	1/s		
catalytic rate constant geometric mean	R_H2Otpp		4.314	1/s		
catalytic rate constant geometric mean	R_GLNabcpp		3.971	1/s		
catalytic rate constant geometric mean	R_CO2tex		3.488	1/s		
catalytic rate constant geometric mean	R_GLUt2rpp		4.387	1/s		
catalytic rate constant geometric mean	R_ACGK		11.04	1/s	R02649	
catalytic rate constant geometric mean	R_GNK		59.49	1/s	R01737	
catalytic rate constant geometric mean	R_GLUDy		7.261	1/s	R00248	
catalytic rate constant geometric mean	R_GLCNt2rpp		4.767	1/s		
catalytic rate constant geometric mean	R_GLCptspp		4.554	1/s		
catalytic rate constant geometric mean	R_EX_h2o_e		5.067	1/s		
catalytic rate constant geometric mean	R_HSTPT		3.822	1/s	R03243	
catalytic rate constant geometric mean	R_THDPS		0.6482	1/s	R04365	
catalytic rate constant geometric mean	R_ATPM		3.579	1/s	R00086	
catalytic rate constant geometric mean	R_THRD_L		746.5	1/s	R00996	
catalytic rate constant geometric mean	R_ETOHtex		4.819	1/s		
catalytic rate constant geometric mean	R_RNDR2		5.777	1/s	R02019	
catalytic rate constant geometric mean	R_DHFR		0.8064	1/s	R00939	
catalytic rate constant geometric mean	R_PRAIi		9.486	1/s	R03509	
catalytic rate constant geometric mean	R_EX_mal__L_e		4.886	1/s		
catalytic rate constant geometric mean	R_TYRTA		1.639	1/s	R00734	
catalytic rate constant geometric mean	R_SHKK		52.86	1/s	R02412	
catalytic rate constant geometric mean	R_EX_so4_e		4.78	1/s		
catalytic rate constant geometric mean	R_GLUSy		3.316	1/s	R00114	
catalytic rate constant geometric mean	R_OMCDC		4.456	1/s	R01652	
catalytic rate constant geometric mean	R_IG3PS		23.67	1/s	R04558	
catalytic rate constant geometric mean	R_PDH		55.33	1/s	R00209	
catalytic rate constant geometric mean	R_MTHFR2		2.656	1/s	R07168	
catalytic rate constant geometric mean	R_EX_nh4_e		5.169	1/s		
catalytic rate constant geometric mean	R_DUTPDP		0.468	1/s	R02100	
catalytic rate constant geometric mean	R_NTP5		44.14	1/s	R00569	
catalytic rate constant geometric mean	R_FORt2pp		4.817	1/s		
catalytic rate constant geometric mean	R_EX_etoh_e		4.487	1/s		
catalytic rate constant geometric mean	R_GLNS		38.99	1/s	R00253	
catalytic rate constant geometric mean	R_ACGS		66.25	1/s	R00259	
catalytic rate constant geometric mean	R_SUCOAS		9.495	1/s	R00405	
catalytic rate constant geometric mean	R_PRAIS		22.56	1/s		
catalytic rate constant geometric mean	R_AACPS8		4.92	1/s		
catalytic rate constant geometric mean	R_AACPS9		0.1029	1/s		
catalytic rate constant geometric mean	R_AACPS6		3.625	1/s		
catalytic rate constant geometric mean	R_AACPS7		2.136	1/s		
catalytic rate constant geometric mean	R_HISTP		8.664	1/s	R03013	
catalytic rate constant geometric mean	R_LDH_D		4.846	1/s	R00704	
catalytic rate constant geometric mean	R_KAS15		11.05	1/s	R10707	
catalytic rate constant geometric mean	R_T2DECAI		0.6437	1/s		
catalytic rate constant geometric mean	R_3OAS161		2.145	1/s		
catalytic rate constant geometric mean	R_DHQS		10000	1/s	R03083	
catalytic rate constant geometric mean	R_EAR161x		1.761	1/s		
catalytic rate constant geometric mean	R_PGCD		44.21	1/s	R01513	
catalytic rate constant geometric mean	R_MALtex		4.459	1/s		
catalytic rate constant geometric mean	R_3OAS141		2.143	1/s		
catalytic rate constant geometric mean	R_3OAR121		3.198	1/s		
catalytic rate constant geometric mean	R_ADSL1r		1.338	1/s	R01083	
catalytic rate constant geometric mean	R_AICART		3.333	1/s	R04560	
catalytic rate constant geometric mean	R_D_LACt2pp		4.689	1/s		
catalytic rate constant geometric mean	R_RIBtex		4.428	1/s		
catalytic rate constant geometric mean	R_FRUpts2pp		4.574	1/s		
catalytic rate constant geometric mean	R_FORtex		4.488	1/s		
catalytic rate constant geometric mean	R_PFK		248.5	1/s		
catalytic rate constant geometric mean	R_PGM		90.69	1/s	R01518	
catalytic rate constant geometric mean	R_CYTBO3_4pp		40.66	1/s		
catalytic rate constant geometric mean	R_EAR141x		1.759	1/s		
catalytic rate constant geometric mean	R_EAR181x		0.8132	1/s		
catalytic rate constant geometric mean	R_TPI		124	1/s	R01015	
catalytic rate constant geometric mean	R_RPI		8.322	1/s		
catalytic rate constant geometric mean	R_3OAR120		1.754	1/s	R04964	
catalytic rate constant geometric mean	R_3HAD80		3.455	1/s	R04537	
catalytic rate constant geometric mean	R_3HAD120		3.457	1/s	R04965	
catalytic rate constant geometric mean	R_EAR180x		2.721	1/s		
catalytic rate constant geometric mean	R_AKGtex		4.354	1/s		
catalytic rate constant geometric mean	R_SO4t2pp		4.834	1/s		
catalytic rate constant geometric mean	R_EAR180y		2.107	1/s		
catalytic rate constant geometric mean	R_ACONTb		22.02	1/s	R01900	
catalytic rate constant geometric mean	R_3HAD161		3.442	1/s		
catalytic rate constant geometric mean	R_SUCDi		164.3	1/s		
catalytic rate constant geometric mean	R_ASNS1		29.34	1/s	R00578	
catalytic rate constant geometric mean	R_EAR80y		2.328	1/s		
catalytic rate constant geometric mean	R_EAR120y		2.378	1/s		
catalytic rate constant geometric mean	R_3OAR181		1.409	1/s		
catalytic rate constant geometric mean	R_3HAD121		3.441	1/s		
catalytic rate constant geometric mean	R_EX_o2_e		3.244	1/s		
catalytic rate constant geometric mean	R_EAR140x		1.778	1/s		
catalytic rate constant geometric mean	R_3OAS181		1.628	1/s		
catalytic rate constant geometric mean	R_3OAS140		2.077	1/s		
catalytic rate constant geometric mean	R_3OAR140		1.681	1/s	R04566	
catalytic rate constant geometric mean	R_EAR160y		2.164	1/s		
catalytic rate constant geometric mean	R_3OAR160		1.309	1/s	R04543	
catalytic rate constant geometric mean	R_3HAD181		3.443	1/s		
catalytic rate constant geometric mean	R_EAR100y		2.385	1/s		
catalytic rate constant geometric mean	R_3OAR141		3.199	1/s		
catalytic rate constant geometric mean	R_3OAR161		3.202	1/s		
catalytic rate constant geometric mean	R_3HAD141		3.441	1/s		
catalytic rate constant geometric mean	R_EAR121x		1.758	1/s		
catalytic rate constant geometric mean	R_ACONTa		19.64	1/s	R01325	
catalytic rate constant geometric mean	R_3HAD40		3.452	1/s		
catalytic rate constant geometric mean	R_3OAS60		3.159	1/s		
catalytic rate constant geometric mean	R_3OAS160		3.143	1/s		
catalytic rate constant geometric mean	R_3OAR60		2.905	1/s	R04953	
catalytic rate constant geometric mean	R_3OAR80		2.905	1/s	R04536	
catalytic rate constant geometric mean	R_EAR100x		2.224	1/s		
catalytic rate constant geometric mean	R_EAR120x		2.218	1/s		
catalytic rate constant geometric mean	R_EAR160x		1.703	1/s		
catalytic rate constant geometric mean	R_EAR140y		2.383	1/s		
catalytic rate constant geometric mean	R_3OAS121		2.143	1/s		
catalytic rate constant geometric mean	R_3OAS80		3.174	1/s		
catalytic rate constant geometric mean	R_3OAS100		3.169	1/s		
catalytic rate constant geometric mean	R_3OAS120		3.2	1/s		
catalytic rate constant geometric mean	R_3OAR40		2.076	1/s		
catalytic rate constant geometric mean	R_3OAR100		2.905	1/s	R04534	
catalytic rate constant geometric mean	R_3HAD60		3.891	1/s	R04954	
catalytic rate constant geometric mean	R_3HAD100		3.454	1/s	R04535	
catalytic rate constant geometric mean	R_3HAD140		3.76	1/s	R04568	
catalytic rate constant geometric mean	R_3HAD160		3.887	1/s	R04544	
catalytic rate constant geometric mean	R_EAR40x		3.326	1/s		
catalytic rate constant geometric mean	R_EAR60y		2.325	1/s		
catalytic rate constant geometric mean	R_EAR60x		3.621	1/s		
catalytic rate constant geometric mean	R_EAR80x		3.626	1/s		
catalytic rate constant geometric mean	R_3OAR180		0.8701	1/s		
catalytic rate constant geometric mean	R_3OAS180		2.829	1/s		
catalytic rate constant geometric mean	R_3HAD180		3.445	1/s	R07764	
catalytic rate constant geometric mean	R_NADH16pp		45.39	1/s		
catalytic rate constant geometric mean	R_FA160ACPHi		45.08	1/s		
catalytic rate constant geometric mean	R_FA120ACPHi		41.93	1/s		
catalytic rate constant geometric mean	R_FA80ACPHi		37.45	1/s		
catalytic rate constant geometric mean	R_FA140ACPHi		43.38	1/s		
catalytic rate constant geometric mean	R_FA100ACPHi		46.58	1/s		
catalytic rate constant geometric mean	R_ETOHtrpp		4.821	1/s		
catalytic rate constant geometric mean	R_ACPPAT161		2.289	1/s		
catalytic rate constant geometric mean	R_ACPPAT180		3.409	1/s		
catalytic rate constant geometric mean	R_RNTR1c2		2.909	1/s		
catalytic rate constant geometric mean	R_RNTR2c2		2.811	1/s		
catalytic rate constant geometric mean	R_FLDR2		10.55	1/s		
catalytic rate constant geometric mean	R_VPAMTr		9.285	1/s	R01215	
catalytic rate constant geometric mean	R_ACPPAT181		2.204	1/s		
catalytic rate constant geometric mean	R_APH161		4.831	1/s		
catalytic rate constant geometric mean	R_APH180		5.442	1/s		
catalytic rate constant geometric mean	R_APH181		4.831	1/s		
catalytic rate constant geometric mean	R_PIt2rpp		4.558	1/s		
catalytic rate constant geometric mean	R_PItpp		5.105	1/s		
catalytic rate constant geometric mean	R_SUCCt1pp		4.12	1/s		
catalytic rate constant geometric mean	R_RBIO		5.032	1/s		
Michaelis constant	R_FBA	M_dhap_c	0.084	mM	R01068	C00111
Michaelis constant	R_G3PD2	M_dhap_c	0.0338	mM	R00844	C00111
Michaelis constant	R_TPI	M_dhap_c	11.1	mM	R01015	C00111
Michaelis constant	R_RBIO	M_dhap_c	0.05029	mM		C00111
Michaelis constant	R_ATPPRT	M_prbatp_c	1.2	mM	R01071	C02739
Michaelis constant	R_PRATPP	M_prbatp_c	7.534e-05	mM	R04035	C02739
Michaelis constant	R_GARFT	M_10fthf_c	0.004721	mM	R04325	C00234
Michaelis constant	R_MTHFC	M_10fthf_c	0.1477	mM	R01655	C00234
Michaelis constant	R_AICART	M_10fthf_c	0.01936	mM	R04560	C00234
Michaelis constant	R_EX_co2_e	M_co2_e	1.957	mM		C00011
Michaelis constant	R_CO2tex	M_co2_e	0.0001889	mM		C00011
Michaelis constant	R_EX_akg_e	M_akg_e	0.04783	mM		C00026
Michaelis constant	R_AKGtex	M_akg_e	0.005544	mM		C00026
Michaelis constant	R_ENO	M_2pg_c	0.001828	mM	R00658	C00631
Michaelis constant	R_GLYCK2	M_2pg_c	0.09861	mM	R08572	C00631
Michaelis constant	R_PGM	M_2pg_c	0.003251	mM	R01518	C00631
Michaelis constant	R_PGK	M_13dpg_c	0.001422	mM	R01512	C00236
