!!SBtab TableID='ParameterKcat' TableType='Quantity' TableName='ParameterKcat' SBtabVersion='1.0'
!QuantityType	!Compound	!Reaction	!Unit	!Mean	!Std	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		R_FA120ACPHi	1/s	55.6587897707477	NaN		
product catalytic rate constant		R_FA80ACPHi	1/s	55.6587897707477	NaN		
product catalytic rate constant		R_FA140ACPHi	1/s	55.6587897707477	NaN		
product catalytic rate constant		R_FA100ACPHi	1/s	55.6587897707477	NaN		
product catalytic rate constant		R_ACPPAT161	1/s	2.08746447485199	NaN		
product catalytic rate constant		R_ACPPAT180	1/s	2.41053067716955	NaN		
product catalytic rate constant		R_RNTR1c2	1/s	2.2182892784837	NaN		
product catalytic rate constant		R_RNTR2c2	1/s	2.26040510479337	NaN		
product catalytic rate constant		R_FLDR2	1/s	9.03862378351853	NaN		
product catalytic rate constant		R_VPAMTr	1/s	4.40765064319785	NaN		R01215
substrate catalytic rate constant		R_VPAMTr	1/s	49.2529379595513	NaN		R01215
product catalytic rate constant		R_ACPPAT181	1/s	1.99057549415215	NaN		
product catalytic rate constant		R_APH161	1/s	3.12568016786544	NaN		
product catalytic rate constant		R_APH180	1/s	3.12568016786544	NaN		
product catalytic rate constant		R_APH181	1/s	3.12568016786544	NaN		
